Title,URL,Difficulty
Maximum Number of Tasks You Can Assign,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign/,Hard
The Winner University,https://leetcode.com/problems/the-winner-university/,Easy
Time Needed to Buy Tickets,https://leetcode.com/problems/time-needed-to-buy-tickets/,Easy
Reverse Nodes in Even Length Groups,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/,Medium
Decode the Slanted Ciphertext,https://leetcode.com/problems/decode-the-slanted-ciphertext/,Medium
Process Restricted Friend Requests,https://leetcode.com/problems/process-restricted-friend-requests/,Hard
Paths in Maze That Lead to Same Room,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room/,Medium
Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors/,Easy
Watering Plants,https://leetcode.com/problems/watering-plants/,Medium
Range Frequency Queries,https://leetcode.com/problems/range-frequency-queries/,Medium
Sum of k-Mirror Numbers,https://leetcode.com/problems/sum-of-k-mirror-numbers/,Hard
The Number of Rich Customers,https://leetcode.com/problems/the-number-of-rich-customers/,Easy
Substrings That Begin and End With the Same Letter,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/,Medium
Drop Type 1 Orders for Customers With Type 0 Orders,https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders/,Medium
Count Common Words With One Occurrence,https://leetcode.com/problems/count-common-words-with-one-occurrence/,Easy
Minimum Number of Food Buckets to Feed the Hamsters,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/,Medium
Minimum Cost Homecoming of a Robot in a Grid,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/,Medium
Count Fertile Pyramids in a Land,https://leetcode.com/problems/count-fertile-pyramids-in-a-land/,Hard
Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array/,Easy
K Radius Subarray Averages,https://leetcode.com/problems/k-radius-subarray-averages/,Medium
Removing Minimum and Maximum From Array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/,Medium
Find All People With Secret,https://leetcode.com/problems/find-all-people-with-secret/,Hard
Minimum Cost to Reach City With Discounts,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts/,Medium
Finding 3-Digit Even Numbers,https://leetcode.com/problems/finding-3-digit-even-numbers/,Easy
Delete the Middle Node of a Linked List,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/,Medium
Step-By-Step Directions From a Binary Tree Node to Another,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/,Medium
Valid Arrangement of Pairs,https://leetcode.com/problems/valid-arrangement-of-pairs/,Hard
Subsequence of Size K With the Largest Even Sum,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum/,Medium
Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum/,Easy
Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank/,Medium
Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs/,Medium
Sequentially Ordinal Rank Tracker,https://leetcode.com/problems/sequentially-ordinal-rank-tracker/,Hard
Rings and Rods,https://leetcode.com/problems/rings-and-rods/,Easy
Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges/,Medium
Watering Plants II,https://leetcode.com/problems/watering-plants-ii/,Medium
Maximum Fruits Harvested After at Most K Steps,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps/,Hard
Number of Unique Flavors After Sharing K Candies,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies/,Medium
Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array/,Easy
Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string/,Medium
Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock/,Medium
Minimum Operations to Make the Array K-Increasing,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing/,Hard
The Airport With the Most Traffic,https://leetcode.com/problems/the-airport-with-the-most-traffic/,Medium
Elements in Array After Removing and Replacing Elements,https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements/,Medium
Maximum Number of Words Found in Sentences,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/,Easy
Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/,Medium
Check if a Parentheses String Can Be Valid,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/,Medium
Abbreviating the Product of a Range,https://leetcode.com/problems/abbreviating-the-product-of-a-range/,Hard
Build the Equation,https://leetcode.com/problems/build-the-equation/,Hard
A Number After a Double Reversal,https://leetcode.com/problems/a-number-after-a-double-reversal/,Easy
Execution of All Suffix Instructions Staying in a Grid,https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid/,Medium
Intervals Between Identical Elements,https://leetcode.com/problems/intervals-between-identical-elements/,Medium
Recover the Original Array,https://leetcode.com/problems/recover-the-original-array/,Hard
Minimum Operations to Remove Adjacent Ones in Matrix,https://leetcode.com/problems/minimum-operations-to-remove-adjacent-ones-in-matrix/,Hard
Check if All A's Appears Before All B's,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/,Easy
Number of Laser Beams in a Bank,https://leetcode.com/problems/number-of-laser-beams-in-a-bank/,Medium
Destroying Asteroids,https://leetcode.com/problems/destroying-asteroids/,Medium
Maximum Employees to Be Invited to a Meeting,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/,Hard
Remove All Ones With Row and Column Flips,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips/,Medium
Capitalize the Title,https://leetcode.com/problems/capitalize-the-title/,Easy
Maximum Twin Sum of a Linked List,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list/,Medium
Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/,Medium
Stamping the Grid,https://leetcode.com/problems/stamping-the-grid/,Hard
Check if Every Row and Column Contains All Numbers,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers/,Easy
Minimum Swaps to Group All 1's Together II,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/,Medium
Count Words Obtained After Adding a Letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter/,Medium
Earliest Possible Day of Full Bloom,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/,Hard
Pour Water Between Buckets to Make Water Levels Equal,https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal/,Medium
Divide a String Into Groups of Size k,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k/,Easy
Minimum Moves to Reach Target Score,https://leetcode.com/problems/minimum-moves-to-reach-target-score/,Medium
Solving Questions With Brainpower,https://leetcode.com/problems/solving-questions-with-brainpower/,Medium
Maximum Running Time of N Computers,https://leetcode.com/problems/maximum-running-time-of-n-computers/,Hard
The Number of Passengers in Each Bus I,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i/,Medium
Choose Numbers From Two Arrays in Range,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range/,Hard
Minimum Cost of Buying Candies With Discount,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount/,Easy
Count the Hidden Sequences,https://leetcode.com/problems/count-the-hidden-sequences/,Medium
K Highest Ranked Items Within a Price Range,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range/,Medium
Number of Ways to Divide a Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/,Hard
Count Elements With Strictly Smaller and Greater Elements ,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements/,Easy
Rearrange Array Elements by Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign/,Medium
Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array/,Medium
Maximum Good People Based on Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements/,Hard
Minimum Number of Lines to Cover Points,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points/,Medium
The Number of Passengers in Each Bus II,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-ii/,Hard
Keep Multiplying Found Values by Two,https://leetcode.com/problems/keep-multiplying-found-values-by-two/,Easy
All Divisions With the Highest Score of a Binary Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array/,Medium
Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value/,Hard
Groups of Strings,https://leetcode.com/problems/groups-of-strings/,Hard
Amount of New Area Painted Each Day,https://leetcode.com/problems/amount-of-new-area-painted-each-day/,Hard
Order Two Columns Independently,https://leetcode.com/problems/order-two-columns-independently/,Medium
Minimum Sum of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/,Easy
Partition Array According to Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot/,Medium
Minimum Cost to Set Cooking Time,https://leetcode.com/problems/minimum-cost-to-set-cooking-time/,Medium
Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements/,Hard
Sort Even and Odd Indices Independently,https://leetcode.com/problems/sort-even-and-odd-indices-independently/,Easy
Smallest Value of the Rearranged Number,https://leetcode.com/problems/smallest-value-of-the-rearranged-number/,Medium
Design Bitset,https://leetcode.com/problems/design-bitset/,Medium
Minimum Time to Remove All Cars Containing Illegal Goods,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/,Hard
Unique Substrings With Equal Digit Frequency,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency/,Medium
Count Operations to Obtain Zero,https://leetcode.com/problems/count-operations-to-obtain-zero/,Easy
Minimum Operations to Make the Array Alternating,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/,Medium
Removing Minimum Number of Magic Beans,https://leetcode.com/problems/removing-minimum-number-of-magic-beans/,Medium
Maximum AND Sum of Array,https://leetcode.com/problems/maximum-and-sum-of-array/,Hard
Longest Winning Streak,https://leetcode.com/problems/longest-winning-streak/,Hard
Remove All Ones With Row and Column Flips II,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii/,Medium
The Change in Global Rankings,https://leetcode.com/problems/the-change-in-global-rankings/,Medium
Count Equal and Divisible Pairs in an Array,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/,Easy
Find Three Consecutive Integers That Sum to a Given Number,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/,Medium
Maximum Split of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers/,Medium
Count Good Triplets in an Array,https://leetcode.com/problems/count-good-triplets-in-an-array/,Hard
Count Integers With Even Digit Sum,https://leetcode.com/problems/count-integers-with-even-digit-sum/,Easy
Merge Nodes in Between Zeros,https://leetcode.com/problems/merge-nodes-in-between-zeros/,Medium
Construct String With Repeat Limit,https://leetcode.com/problems/construct-string-with-repeat-limit/,Medium
Count Array Pairs Divisible by K,https://leetcode.com/problems/count-array-pairs-divisible-by-k/,Hard
Number of Ways to Build Sturdy Brick Wall,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall/,Medium
Counting Words With a Given Prefix,https://leetcode.com/problems/counting-words-with-a-given-prefix/,Easy
Minimum Number of Steps to Make Two Strings Anagram II,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/,Medium
Minimum Time to Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips/,Medium
Minimum Time to Finish the Race,https://leetcode.com/problems/minimum-time-to-finish-the-race/,Hard
Number of Ways to Build House of Cards,https://leetcode.com/problems/number-of-ways-to-build-house-of-cards/,Medium
Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array/,Easy
Sort the Jumbled Numbers,https://leetcode.com/problems/sort-the-jumbled-numbers/,Medium
All Ancestors of a Node in a Directed Acyclic Graph,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/,Medium
Minimum Number of Moves to Make Palindrome,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome/,Hard
Cells in a Range on an Excel Sheet,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet/,Easy
Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum/,Medium
Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions/,Medium
Replace Non-Coprime Numbers in Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array/,Hard
Number of Single Divisor Triplets,https://leetcode.com/problems/number-of-single-divisor-triplets/,Medium
Finding the Topic of Each Post,https://leetcode.com/problems/finding-the-topic-of-each-post/,Hard
Find All K-Distant Indices in an Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/,Easy
Count Artifacts That Can Be Extracted,https://leetcode.com/problems/count-artifacts-that-can-be-extracted/,Medium
Maximize the Topmost Element After K Moves,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/,Medium
Minimum Weighted Subgraph With the Required Paths,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/,Hard
Distance to a Cycle in Undirected Graph,https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph/,Hard
The Number of Users That Are Eligible for Discount,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount/,Easy
Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs/,Easy
Maximize Number of Subsequences in a String,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string/,Medium
Minimum Operations to Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum/,Medium
Minimum White Tiles After Covering With Carpets,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/,Hard
Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/,Easy
Count Collisions on a Road,https://leetcode.com/problems/count-collisions-on-a-road/,Medium
Maximum Points in an Archery Competition,https://leetcode.com/problems/maximum-points-in-an-archery-competition/,Medium
Longest Substring of One Repeating Character,https://leetcode.com/problems/longest-substring-of-one-repeating-character/,Hard
Minimum Health to Beat Game,https://leetcode.com/problems/minimum-health-to-beat-game/,Medium
Find the Difference of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays/,Easy
Minimum Deletions to Make Array Beautiful,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/,Medium
Find Palindrome With Fixed Length,https://leetcode.com/problems/find-palindrome-with-fixed-length/,Medium
Maximum Value of K Coins From Piles,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/,Hard
Maximum Sum Score of Array,https://leetcode.com/problems/maximum-sum-score-of-array/,Medium
Minimum Bit Flips to Convert Number,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,Easy
Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array/,Medium
Number of Ways to Select Buildings,https://leetcode.com/problems/number-of-ways-to-select-buildings/,Medium
Sum of Scores of Built Strings,https://leetcode.com/problems/sum-of-scores-of-built-strings/,Hard
Minimum Number of Operations to Convert Time,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/,Easy
Find Players With Zero or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses/,Medium
Maximum Candies Allocated to K Children,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/,Medium
Encrypt and Decrypt Strings,https://leetcode.com/problems/encrypt-and-decrypt-strings/,Hard
Users With Two Purchases Within Seven Days,https://leetcode.com/problems/users-with-two-purchases-within-seven-days/,Medium
Check if an Array Is Consecutive,https://leetcode.com/problems/check-if-an-array-is-consecutive/,Easy
The Users That Are Eligible for Discount,https://leetcode.com/problems/the-users-that-are-eligible-for-discount/,Easy
Largest Number After Digit Swaps by Parity,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/,Easy
Minimize Result by Adding Parentheses to Expression,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/,Medium
Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments/,Medium
Maximum Total Beauty of the Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens/,Hard
Add Two Integers,https://leetcode.com/problems/add-two-integers/,Easy
Root Equals Sum of Children,https://leetcode.com/problems/root-equals-sum-of-children/,Easy
Count Positions on Street With Required Brightness,https://leetcode.com/problems/count-positions-on-street-with-required-brightness/,Medium
Number of Times a Driver Was a Passenger,https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger/,Medium
Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero/,Easy
Number of Ways to Buy Pens and Pencils,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/,Medium
Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine/,Medium
Maximum Score of a Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence/,Hard
Calculate Digit Sum of a String,https://leetcode.com/problems/calculate-digit-sum-of-a-string/,Easy
Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/,Medium
Maximum Trailing Zeros in a Cornered Path,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path/,Medium
Longest Path With Different Adjacent Characters,https://leetcode.com/problems/longest-path-with-different-adjacent-characters/,Hard
Maximum Cost of Trip With K Highways,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways/,Hard
Intersection of Multiple Arrays,https://leetcode.com/problems/intersection-of-multiple-arrays/,Easy
Count Lattice Points Inside a Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle/,Medium
Count Number of Rectangles Containing Each Point,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point/,Medium
Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom/,Hard
Dynamic Pivoting of a Table,https://leetcode.com/problems/dynamic-pivoting-of-a-table/,Hard
Dynamic Unpivoting of a Table,https://leetcode.com/problems/dynamic-unpivoting-of-a-table/,Hard
Design Video Sharing Platform,https://leetcode.com/problems/design-video-sharing-platform/,Hard
Count Prefixes of a Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string/,Easy
Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference/,Medium
Count Unguarded Cells in the Grid,https://leetcode.com/problems/count-unguarded-cells-in-the-grid/,Medium
Escape the Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire/,Hard
Remove Digit From Number to Maximize Result,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/,Easy
Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/,Medium
K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays/,Medium
Total Appeal of A String,https://leetcode.com/problems/total-appeal-of-a-string/,Hard
Make Array Non-decreasing or Non-increasing,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing/,Hard
Largest 3-Same-Digit Number in String,https://leetcode.com/problems/largest-3-same-digit-number-in-string/,Easy
Count Nodes Equal to Average of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,Medium
Count Number of Texts,https://leetcode.com/problems/count-number-of-texts/,Medium
 Check if There Is a Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path/,Hard
Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses/,Medium
Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number/,Easy
Number of Ways to Split Array,https://leetcode.com/problems/number-of-ways-to-split-array/,Medium
Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/,Medium
Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance/,Hard
Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/,Easy
Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors/,Medium
Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/,Medium
Count Integers in Intervals,https://leetcode.com/problems/count-integers-in-intervals/,Hard
Closest Node to Path in Tree,https://leetcode.com/problems/closest-node-to-path-in-tree/,Hard
Percentage of Letter in String,https://leetcode.com/problems/percentage-of-letter-in-string/,Easy
Maximum Bags With Full Capacity of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/,Medium
Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/,Medium
Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards/,Hard
Number of People That Can Be Seen in a Grid,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid/,Medium
Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/,Easy
Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count/,Medium
Maximum Total Importance of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads/,Medium
Booking Concert Tickets in Groups,https://leetcode.com/problems/booking-concert-tickets-in-groups/,Hard
Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string/,Easy
Apply Discount to Prices,https://leetcode.com/problems/apply-discount-to-prices/,Medium
Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing/,Medium
Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/,Hard
Maximum Profit From Trading Stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks/,Medium
Products With Three or More Orders in Two Consecutive Years,https://leetcode.com/problems/products-with-three-or-more-orders-in-two-consecutive-years/,Medium
Min Max Game,https://leetcode.com/problems/min-max-game/,Easy
Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k/,Medium
Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array/,Medium
Design a Text Editor,https://leetcode.com/problems/design-a-text-editor/,Hard
Jump Game VIII,https://leetcode.com/problems/jump-game-viii/,Medium
Tasks Count in the Weekend,https://leetcode.com/problems/tasks-count-in-the-weekend/,Medium
Strong Password Checker II,https://leetcode.com/problems/strong-password-checker-ii/,Easy
Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions/,Medium
Match Substring After Replacement,https://leetcode.com/problems/match-substring-after-replacement/,Hard
Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k/,Hard
Calculate Amount Paid in Taxes,https://leetcode.com/problems/calculate-amount-paid-in-taxes/,Easy
Minimum Path Cost in a Grid,https://leetcode.com/problems/minimum-path-cost-in-a-grid/,Medium
Fair Distribution of Cookies,https://leetcode.com/problems/fair-distribution-of-cookies/,Medium
Naming a Company,https://leetcode.com/problems/naming-a-company/,Hard
Check for Contradictions in Equations,https://leetcode.com/problems/check-for-contradictions-in-equations/,Hard
Arrange Table by Gender,https://leetcode.com/problems/arrange-table-by-gender/,Medium
Greatest English Letter in Upper and Lower Case,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/,Easy
Sum of Numbers With Units Digit K,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/,Medium
Longest Binary Subsequence Less Than or Equal to K,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k/,Medium
Selling Pieces of Wood,https://leetcode.com/problems/selling-pieces-of-wood/,Hard
Minimum Flips in Binary Tree to Get Result,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result/,Hard
The First Day of the Maximum Recorded Degree in Each City,https://leetcode.com/problems/the-first-day-of-the-maximum-recorded-degree-in-each-city/,Medium
Count Asterisks,https://leetcode.com/problems/count-asterisks/,Easy
Count Unreachable Pairs of Nodes in an Undirected Graph,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/,Medium
Maximum XOR After Operations ,https://leetcode.com/problems/maximum-xor-after-operations/,Medium
Number of Distinct Roll Sequences,https://leetcode.com/problems/number-of-distinct-roll-sequences/,Hard
Check if Matrix Is X-Matrix,https://leetcode.com/problems/check-if-matrix-is-x-matrix/,Easy
Count Number of Ways to Place Houses,https://leetcode.com/problems/count-number-of-ways-to-place-houses/,Medium
Maximum Score Of Spliced Array,https://leetcode.com/problems/maximum-score-of-spliced-array/,Hard
Minimum Score After Removals on a Tree,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree/,Hard
Find Minimum Time to Finish All Jobs II,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii/,Medium
Product Sales Analysis IV,https://leetcode.com/problems/product-sales-analysis-iv/,Medium
Decode the Message,https://leetcode.com/problems/decode-the-message/,Easy
Spiral Matrix IV,https://leetcode.com/problems/spiral-matrix-iv/,Medium
Number of People Aware of a Secret,https://leetcode.com/problems/number-of-people-aware-of-a-secret/,Medium
Number of Increasing Paths in a Grid,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/,Hard
Product Sales Analysis V,https://leetcode.com/problems/product-sales-analysis-v/,Easy
Valid Palindrome IV,https://leetcode.com/problems/valid-palindrome-iv/,Medium
Evaluate Boolean Binary Tree,https://leetcode.com/problems/evaluate-boolean-binary-tree/,Easy
The Latest Time to Catch a Bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus/,Medium
Minimum Sum of Squared Difference,https://leetcode.com/problems/minimum-sum-of-squared-difference/,Medium
Subarray With Elements Greater Than Varying Threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold/,Hard
Minimum Amount of Time to Fill Cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups/,Easy
Smallest Number in Infinite Set,https://leetcode.com/problems/smallest-number-in-infinite-set/,Medium
Move Pieces to Obtain a String,https://leetcode.com/problems/move-pieces-to-obtain-a-string/,Medium
Count the Number of Ideal Arrays,https://leetcode.com/problems/count-the-number-of-ideal-arrays/,Hard
All the Matches of the League,https://leetcode.com/problems/all-the-matches-of-the-league/,Easy
Minimum Adjacent Swaps to Make a Valid Array,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/,Medium
Maximum Number of Pairs in Array,https://leetcode.com/problems/maximum-number-of-pairs-in-array/,Easy
Max Sum of a Pair With Equal Sum of Digits,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits/,Medium
Query Kth Smallest Trimmed Number,https://leetcode.com/problems/query-kth-smallest-trimmed-number/,Medium
Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible/,Hard
Finding the Number of Visible Mountains,https://leetcode.com/problems/finding-the-number-of-visible-mountains/,Medium
Compute the Rank as a Percentage,https://leetcode.com/problems/compute-the-rank-as-a-percentage/,Medium
Best Poker Hand,https://leetcode.com/problems/best-poker-hand/,Easy
Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays/,Medium
Design a Number Container System,https://leetcode.com/problems/design-a-number-container-system/,Medium
Shortest Impossible Sequence of Rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls/,Hard
First Letter to Appear Twice,https://leetcode.com/problems/first-letter-to-appear-twice/,Easy
Equal Row and Column Pairs,https://leetcode.com/problems/equal-row-and-column-pairs/,Medium
Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system/,Medium
Number of Excellent Pairs,https://leetcode.com/problems/number-of-excellent-pairs/,Hard
Maximum Number of Books You Can Take,https://leetcode.com/problems/maximum-number-of-books-you-can-take/,Hard
Number of Unique Subjects Taught by Each Teacher,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher/,Easy
